STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/19/2017,9.4,0,0,0,63,68,49,300,290,23,30,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/20/2017,4.7,0,0,0,55,70,43,50,60,13,17,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/21/2017,9.62,0.39,0,0,59,70,49,180,130,21,27.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/22/2017,6.93,0.23,0,0,58,69,49,340,320,17,23,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/23/2017,2.91,0,0,0,58,74,44,50,270,8.9,13,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/24/2017,6.49,0,0,0,63,76,50,100,100,18.1,23.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/25/2017,10.74,0.39,0,0,59,63,54,80,90,21.9,29.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/26/2017,7.16,0.18,0,0,57,62,53,300,300,17,21.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/27/2017,3.58,0.14,0,0,58,68,52,260,250,10.1,13,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/28/2017,6.26,0,0,0,62,76,48,130,120,15,21,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/29/2017,7.83,0.66,0,0,63,72,55,150,150,16.1,19,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/30/2017,7.16,0.81,0,0,62,72,56,340,340,25.1,28,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,5/31/2017,8.95,0.38,0,0,65,75,58,260,260,31.1,40.9,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/1/2017,10.07,0,0,0,61,67,49,290,310,23,30,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/2/2017,9.62,0,0,0,56,64,46,280,260,21.9,29.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/3/2017,9.4,0,0,0,57,66,47,280,270,23,30,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/4/2017,6.93,0.73,0,0,53,59,45,170,150,16.1,19.9,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/5/2017,6.26,0.32,0,0,60,73,55,340,300,16.1,19,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/6/2017,9.62,0.67,0,0,55,56,50,60,60,17,23.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/7/2017,4.92,0,0,0,56,70,45,300,310,14.1,17,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/8/2017,2.91,0,0,0,62,79,47,320,320,14.1,17,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/9/2017,8.28,0.04,0,0,65,77,52,300,260,21,27.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/10/2017,6.49,0,0,0,71,83,61,270,230,14.1,18.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/11/2017,11.18,0,0,0,78,88,65,250,250,21.9,25.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/12/2017,9.4,0,0,0,80,90,70,260,240,19.9,23.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/13/2017,7.61,0.13,0,0,77,82,60,340,320,15,19.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/14/2017,4.47,0,0,0,66,77,54,310,290,14.1,18.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/15/2017,7.83,0.23,0,0,65,78,53,160,170,15,21.9,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/16/2017,8.5,0,0,0,70,79,63,190,160,19.9,27.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/17/2017,8.5,0,0,0,72,86,61,200,160,17,23.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/18/2017,12.08,0.68,0,0,80,90,69,280,200,25.9,35.1,1,,1,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/19/2017,5.82,0.16,0,0,71,74,64,300,240,12.1,14.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/20/2017,9.84,0.06,0,0,68,76,58,260,230,21.9,32,,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/21/2017,8.05,0.06,0,0,65,74,56,290,300,18.1,23,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/22/2017,4.25,0,0,0,66,77,53,260,250,15,19,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/23/2017,10.07,0.22,0,0,75,79,69,180,180,21.9,25.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/24/2017,11.41,0.14,0,0,72,78,62,290,290,19.9,28,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/25/2017,7.83,0.11,0,0,66,74,56,330,330,28,34,,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/26/2017,4.25,0.35,0,0,61,71,51,340,340,18.1,18.1,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/27/2017,5.37,0.16,0,0,59,67,53,250,250,30,36.9,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/28/2017,7.16,0,0,0,63,75,50,270,250,17,21.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/29/2017,6.71,0.07,0,0,66,76,60,190,200,14.1,19,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,6/30/2017,6.49,0.56,0,0,74,79,66,270,270,21,25.1,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/1/2017,6.93,1.28,0,0,70,79,65,260,270,16.1,21.9,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/2/2017,7.83,0,0,0,72,82,61,270,250,16.1,21.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/3/2017,8.28,0,0,0,71,76,59,270,280,16.1,21,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/4/2017,3.36,0,0,0,68,79,56,310,320,14.1,17,,,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/5/2017,3.58,0,0,0,69,84,53,30,140,8.9,10.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/6/2017,9.4,0,0,0,74,80,69,160,160,17,21,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/7/2017,7.38,0,0,0,76,84,69,260,270,16.1,21,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/8/2017,10.07,0.71,0,0,70,75,61,280,300,25.1,30,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/9/2017,9.17,0,0,0,68,80,57,260,270,17,21.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/10/2017,8.05,0.13,0,0,72,80,63,220,220,19.9,25.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/11/2017,5.14,0.21,0,0,73,83,65,250,250,13,16.1,1,,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/12/2017,3.36,0,0,0,75,85,65,320,320,13,16.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/13/2017,6.93,0.59,0,0,69,73,62,240,280,17,21.9,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/14/2017,7.16,0.07,0,0,70,83,65,280,280,18.1,23,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/15/2017,8.28,0,0,0,69,76,63,270,260,17,21,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/16/2017,4.92,0,0,0,71,82,63,10,250,10.1,13,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/17/2017,4.25,0.06,0,0,71,81,62,310,310,21,28,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/18/2017,3.8,0,0,0,71,84,60,330,330,13,15,1,1,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/19/2017,4.47,0,0,0,74,86,61,250,250,15,21.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/20/2017,5.14,0.03,0,0,75,82,67,300,340,16.1,19,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/21/2017,7.61,0,0,0,74,84,66,320,270,15,19.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/22/2017,3.58,0,0,0,71,78,64,240,240,8.9,12.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/23/2017,6.71,0,0,0,69,75,62,70,60,12.1,18.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/24/2017,6.93,0.61,0,0,68,74,60,320,150,17,23,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/25/2017,6.71,0.03,0,0,62,66,60,280,290,13,16.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/26/2017,5.14,0,0,0,67,74,62,190,180,15,19,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/27/2017,6.04,0.47,0,0,69,75,63,250,250,14.1,19,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/28/2017,5.82,0,0,0,68,75,55,330,330,17,21,1,1,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/29/2017,6.04,0,0,0,65,77,52,330,330,19.9,25.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/30/2017,3.13,0,0,0,66,81,51,300,300,13,16.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,7/31/2017,6.26,0,0,0,72,83,62,310,320,14.1,18.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/1/2017,2.01,0,0,0,73,85,62,350,350,8.1,11,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/2/2017,4.92,0,0,0,75,86,64,220,210,15,21.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/3/2017,4.25,0.55,0,0,75,86,66,200,200,21.9,27.1,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/4/2017,8.95,0.22,0,0,74,86,65,300,170,23.9,33.1,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/5/2017,11.86,0.08,0,0,68,72,57,250,260,25.1,31.1,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/6/2017,8.05,0,0,0,65,76,55,260,270,17,21,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/7/2017,5.59,0,0,0,67,77,57,190,190,16.1,21,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/8/2017,6.71,0,0,0,67,76,58,270,270,17,21.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/9/2017,5.37,0,0,0,69,81,57,260,280,15,23,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/10/2017,3.8,0,0,0,71,81,59,220,210,10.1,12.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/11/2017,7.61,0,0,0,70,78,61,210,210,15,19,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/12/2017,6.49,0.03,0,0,72,83,66,330,320,23,29.1,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/13/2017,7.61,0,0,0,69,79,57,300,300,14.1,19,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/14/2017,5.37,0,0,0,67,82,55,180,170,13,18.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/15/2017,6.93,0,0,0,72,84,63,240,240,16.1,19.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/16/2017,4.7,0,0,0,69,78,54,330,300,16.1,21,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/17/2017,6.04,0,0,0,64,80,50,130,130,14.1,16.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/18/2017,8.5,0.1,0,0,78,88,68,310,310,19.9,28,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/19/2017,10.74,0,0,0,73,81,66,250,270,23,28,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/20/2017,7.16,0.03,0,0,71,81,62,260,310,16.1,23,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/21/2017,4.92,0,0,0,73,87,60,240,200,13,17,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/22/2017,11.41,0.78,0,0,75,89,65,280,280,40,51,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/23/2017,11.41,0.01,0,0,68,75,60,260,260,21,25.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/24/2017,7.83,0,0,0,62,70,56,280,280,17,21,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/25/2017,6.71,0,0,0,63,71,52,320,330,18.1,30,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/26/2017,3.13,0,0,0,60,72,47,330,290,13,17,,,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/27/2017,5.14,0,0,0,59,74,46,90,80,14.1,18.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/28/2017,6.04,0,0,0,61,72,50,110,60,10.1,13,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/29/2017,6.93,0,0,0,61,71,51,100,90,17,21.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/30/2017,3.58,0,0,0,60,75,46,300,320,13,16.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,8/31/2017,8.28,0,0,0,63,69,47,330,290,18.1,23.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/1/2017,5.59,0,0,0,53,63,42,310,290,17,23.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/2/2017,6.26,0,0,0,55,73,40,130,120,16.1,21,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/3/2017,9.17,0.35,0,0,57,67,51,240,270,17,21.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/4/2017,11.86,0,0,0,67,80,57,210,220,23,29.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/5/2017,5.37,0.64,0,0,66,73,53,240,240,25.9,31.1,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/6/2017,3.13,0.13,0,0,58,67,53,100,110,10.1,12.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/7/2017,8.28,0.05,0,0,60,69,54,260,250,18.1,23.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/8/2017,9.62,0.01,0,0,58,66,52,300,290,18.1,23.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/9/2017,5.14,0,0,0,55,63,45,330,300,14.1,18.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/10/2017,3.8,0,0,0,56,66,43,320,320,14.1,19,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/11/2017,2.01,0,0,0,57,73,44,330,10,10.1,13,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/12/2017,3.36,0,0,0,61,78,46,250,250,10.1,12.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/13/2017,3.58,0.04,0,0,63,82,48,190,210,13,16.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/14/2017,2.68,0,0,0,69,73,61,220,220,8.9,10.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/15/2017,3.36,0,0,0,68,80,56,310,320,12.1,14.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/16/2017,2.24,0,0,0,68,82,57,340,330,13,15,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/17/2017,2.68,0,0,0,68,84,56,70,80,8.1,8.9,1,1,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/18/2017,4.25,0,0,0,71,86,60,150,110,10.1,14.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/19/2017,5.14,0,0,0,70,80,61,50,90,10.1,13,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/20/2017,2.91,0,0,0,68,82,55,300,20,12.1,14.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/21/2017,3.8,0,0,0,69,82,59,310,310,15,19,1,1,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/22/2017,2.68,0,0,0,66,82,53,310,320,12.1,14.1,1,1,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/23/2017,3.13,0,0,0,68,85,54,330,320,13,15,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/24/2017,2.91,0,0,0,73,89,59,320,280,12.1,15,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/25/2017,2.91,0,0,0,74,90,61,20,20,10.1,13,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/26/2017,2.46,0,0,0,74,91,62,80,330,8.1,10.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/27/2017,8.05,0.02,0,0,75,91,62,290,300,21,27.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/28/2017,10.51,0,0,0,62,65,53,300,320,17,23.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/29/2017,3.58,0.09,0,0,55,63,49,90,100,18.1,23,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,9/30/2017,8.28,0.05,0,0,51,57,41,330,350,16.1,21.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/1/2017,3.8,0,0,0,49,64,37,290,320,10.1,14.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/2/2017,3.13,0,0,0,52,69,37,90,20,8.9,11,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/3/2017,8.5,0,0,0,56,76,41,170,180,16.1,21,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/4/2017,9.62,0.22,0,0,66,84,51,300,310,23.9,30,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/5/2017,6.26,0,0,0,64,72,53,260,270,18.1,23.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/6/2017,3.58,0.06,0,0,59,67,54,240,240,8.1,10.1,,,,,,,,
